route_id,route_name,route_ref,sign_type,sign_num,routeid_state,nn,state_fips,state,county_fips,fclass,aadt,aadt_com,through_lanes,geom,source_id,run_id,ingested_at,observed_at,confidence,conf_trust,conf_fresh,conf_complete,conf_agree,flags,props
18,I 70,I 70,I,70,13300000700000001,1,18,IN,18065,1,38803,14077,4,"MULTILINESTRING((-85.5481980005197 39.8425959995985,-85.5467859998101 39.8431189994914,-85.5456819999703 39.8435329998248,-85.5448689994853 39.8438019998314,-85.5440390001802 39.8440209997047,-85.5434659998948 39.8441549995283,-85.5428789993657 39.8442689993886,-85.5423579998571 39.8443379999562,-85.5421879999777 39.8443580003277,-85.5419820001134 39.8443829997493,-85.5410570003738 39.8444429994275,-85.5400780002075 39.8444809999323,-85.5344179994699 39.8445059999988,-85.5263089999266 39.8445279998015,-85.5224360007157 39.8445429996943,-85.5177320005782 39.8445619999216,-85.5159549999955 39.8445640000904,-85.5156839998339 39.8445660002592,-85.515134000013 39.8445679997382,-85.5121279999171 39.8445730001597,-85.5113020008099 39.8445829996223,-85.5103779999969 39.8446179997988,-85.509467000501 39.8446890001809,-85.508541999863 39.8447980001292,-85.507657999233 39.8449299996577,-85.5069879997614 39.8450320000601,-85.5062370000991 39.8451869994957,-85.5053190000322 39.8454069998514,-85.5043619996072 39.8456780002391,-85.502764000023 39.8461930003109,-85.4994889994152 39.8472560000199,-85.4964389998367 39.8482459996843,-85.4957600001444 39.8484679999484,-85.4955460007825 39.8485389997974,-85.4910750002734 39.8499790000923,-85.4882529994022 39.8509039996568,-85.4866690000618 39.8514049993609,-85.4855760000926 39.8517730003477,-85.4845899993553 39.8520899999777,-85.4837859999895 39.8523459999375,-85.4830210000834 39.8525620002385,-85.4824100001632 39.8527080002229,-85.4818130004866 39.8528260002196,-85.4812829998589 39.8529119998323,-85.4806590004181 39.8529930002189,-85.480078000635 39.8530529999584,-85.4795340006619 39.8530850000739,-85.4758159994651 39.8532009995053,-85.4739589994148 39.8532619997103,-85.4726959995664 39.8533030000324,-85.4692839995896 39.8534149999633,-85.464287999374 39.8535670006117,-85.4590279995678 39.8537299996943,-85.4577429999781 39.8537629994445,-85.4560859999444 39.853773000327,-85.4559399994562 39.8537699997866))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 18, ""NN"": 1, ""AADT"": 38803, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""I70"", ""CTFIPS"": 65, ""FCLASS"": 1, ""SIGNN1"": ""70"", ""SIGNT1"": ""I"", ""STFIPS"": 18, ""ROUTEID"": ""13300000700000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 14077, ""ENDPOINT"": 7.82399988, ""FUT_AADT"": 44235, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 376745, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 1223, ""BEGINPOINT"": 2.78399992, ""THROUGH_LA"": 4, ""Shape__Length"": 0.09378107173095382}"
19,I 70,I 70,I,70,14900000700000001,1,18,IN,18097,1,64527,11125,6,"MULTILINESTRING((-86.0014850003112 39.8010919996872,-85.9997479999115 39.8012000004657,-85.9979129996026 39.8013249994105,-85.9954909996628 39.8014679999013,-85.9907420002177 39.8017799997517,-85.9906539994559 39.8017860005445,-85.9871790006282 39.8020179999731,-85.9834689998273 39.8022599994116,-85.980193000293 39.8024769998978,-85.9761030004488 39.8027489998899,-85.9740399996359 39.8028820001693,-85.9717290000242 39.8030380001692,-85.9716350003128 39.8030450001609,-85.9683259993699 39.8032609995544,-85.9665589997313 39.8033759996448,-85.9649970001321 39.8034860002715,-85.9642599998152 39.8035630003294,-85.9632840000219 39.8036929997565,-85.9623140000764 39.8038599998437,-85.9615080001625 39.8040270002154,-85.9608009999827 39.8042049999832,-85.9601619995751 39.8043780000836,-85.959360999684 39.8046160002843,-85.9580590003758 39.8050450003456,-85.9575470001897 39.8052170004356,-85.9574010005999 39.8052659994998,-85.9547980000118 39.8061170001979,-85.9531139993155 39.806673999971,-85.9528470002502 39.8067600001025))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 19, ""NN"": 1, ""AADT"": 64527, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""I70"", ""CTFIPS"": 97, ""FCLASS"": 1, ""SIGNN1"": ""70"", ""SIGNT1"": ""I"", ""STFIPS"": 18, ""ROUTEID"": ""14900000700000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 11125, ""ENDPOINT"": 23.35300064, ""FUT_AADT"": 74851, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 376746, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 41212, ""AADT_SINGL"": 5985, ""BEGINPOINT"": 20.71800041, ""THROUGH_LA"": 6, ""Shape__Length"": 0.049184041577504736}"
20,S 9,S 9,S,9,93000000090000001,1,18,IN,18059,4,10202,288,2,"MULTILINESTRING((-85.7699519999684 39.8431370000077,-85.7699389995496 39.8442989999738,-85.7699379997247 39.845294999959,-85.7699410000978 39.8463149993281,-85.7699460001206 39.8473660007643,-85.7699500003186 39.8484059995928,-85.7699610001893 39.8494050000406,-85.7699549994432 39.8504080004307,-85.7699569999913 39.8514089999894,-85.7699579998162 39.8524189998535,-85.7699539996182 39.8537099999843,-85.7699549994432 39.8544190003193,-85.7699569999913 39.8548789998378,-85.7699620000142 39.8557840004678,-85.7699690005852 39.8565639998902,-85.769971000235 39.856916000263,-85.7699720000599 39.8576980003979))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 20, ""NN"": 1, ""AADT"": 10202, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""S9"", ""CTFIPS"": 59, ""FCLASS"": 4, ""SIGNN1"": ""9"", ""SIGNT1"": ""S"", ""STFIPS"": 18, ""ROUTEID"": ""93000000090000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 288, ""ENDPOINT"": 11.06999969, ""FUT_AADT"": 12038, ""FUT_YEAR"": -2209161600000, ""OBJECTID"": 376747, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 1573, ""BEGINPOINT"": 10.06599998, ""THROUGH_LA"": 2, ""Shape__Length"": 0.014561241413356314}"
21,S 19,S 19,S,19,92000000190000001,1,18,IN,18039,3,21048,841,4,"MULTILINESTRING((-85.9848079998437 41.7025900003432,-85.9843920008154 41.7025880003471,-85.9831809999472 41.7026179996107))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 21, ""NN"": 1, ""AADT"": 21048, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""S19"", ""CTFIPS"": 39, ""FCLASS"": 3, ""SIGNN1"": ""19"", ""SIGNT1"": ""S"", ""STFIPS"": 18, ""ROUTEID"": ""92000000190000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 841, ""ENDPOINT"": 19.36499977, ""FUT_AADT"": 38728, ""FUT_YEAR"": -2209161600000, ""OBJECTID"": 376748, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 26794, ""AADT_SINGL"": 2140, ""BEGINPOINT"": 19.28100014, ""THROUGH_LA"": 4, ""Shape__Length"": 0.0016273762223843668}"
22,U 20,U 20,U,20,22000000200000001,1,18,IN,18039,2,31597,3892,4,"MULTILINESTRING((-85.9962279999798 41.6327930002408,-85.9929480002475 41.6335390006257,-85.990183000176 41.6341899997444,-85.9844849998036 41.635665999333,-85.9776540001773 41.6374390000837,-85.976274000153 41.6377969996779))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 22, ""NN"": 1, ""AADT"": 31597, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""U20"", ""CTFIPS"": 39, ""FCLASS"": 2, ""SIGNN1"": ""20"", ""SIGNT1"": ""U"", ""STFIPS"": 18, ""ROUTEID"": ""22000000200000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 3892, ""ENDPOINT"": 4.64900017, ""FUT_AADT"": 38548, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 376749, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 26794, ""AADT_SINGL"": 2074, ""BEGINPOINT"": 3.55900002, ""THROUGH_LA"": 4, ""Shape__Length"": 0.02057345772634555}"
23,S 63,S 63,S,63,98300000630000001,1,18,IN,18165,3,6754,654,4,"MULTILINESTRING((-87.4097200001561 39.8186200004843,-87.4098200006135 39.8199850002925,-87.4099540005079 39.8222600002064,-87.4101679998698 39.8254169997111,-87.4103329997262 39.8282369995994,-87.4105779999486 39.8319750004523,-87.4106189999565 39.832767999864,-87.4106269994541 39.8339800002936,-87.4105789997735 39.8353359999583,-87.4105089994533 39.8360520004393,-87.4104239999628 39.8373190002937,-87.410371999186 39.8380620001179,-87.4102080000527 39.8400090004774,-87.4101389995575 39.84091500002,-87.410090000052 39.8420049998973,-87.4100520004171 39.8433570000348,-87.4100669995874 39.8444289995992,-87.4100459996711 39.8454779994176,-87.410049999869 39.8462669999328,-87.410049999869 39.8463050001178,-87.4100389999983 39.8490459996353,-87.4100389999983 39.8490929998278,-87.4100740001584 39.8529210001865,-87.410049999869 39.8566640004304,-87.4101150001663 39.8602819995351,-87.4101090003186 39.8622729999809,-87.4101849995882 39.8641740001349,-87.4102459996876 39.8650649997869,-87.4103229996805 39.8655469996171,-87.4104569995748 39.8661950000176,-87.4106659998122 39.8670190000634,-87.4108740002246 39.867698999857))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 23, ""NN"": 1, ""AADT"": 6754, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""S63"", ""CTFIPS"": 165, ""FCLASS"": 3, ""SIGNN1"": ""63"", ""SIGNT1"": ""S"", ""STFIPS"": 18, ""ROUTEID"": ""98300000630000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 654, ""ENDPOINT"": 18.65099907, ""FUT_AADT"": 7970, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 376750, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 518, ""BEGINPOINT"": 15.26000023, ""THROUGH_LA"": 4, ""Shape__Length"": 0.04920965184716199}"
24,U 231,U 231,U,231,26700002310000001,1,18,IN,18133,3,4026,588,2,"MULTILINESTRING((-86.8947109995628 39.8433580001367,-86.8945239999651 39.8445920003788,-86.8943789993018 39.84555999968,-86.8942639996741 39.8462989997632,-86.8941909998791 39.8469700002944,-86.8942010008232 39.8475290000886,-86.89427200007 39.8480919996014,-86.8944050001394 39.8485969999305,-86.8947020002403 39.8492950004944,-86.8949279992978 39.8496289993366,-86.8955650000557 39.8504539996921))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 24, ""NN"": 1, ""AADT"": 4026, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""U231"", ""CTFIPS"": 133, ""FCLASS"": 3, ""SIGNN1"": ""231"", ""SIGNT1"": ""U"", ""STFIPS"": 18, ""ROUTEID"": ""26700002310000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 588, ""ENDPOINT"": 27.97299957, ""FUT_AADT"": 4751, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 376751, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 171, ""BEGINPOINT"": 27.4659996, ""THROUGH_LA"": 2, ""Shape__Length"": 0.00750264905885854}"
25,I 65,I 65,I,65,14900000650000001,1,18,IN,18097,1,15427,2619,6,"MULTILINESTRING((-86.2576640000244 39.8433209998027,-86.2578830003075 39.8434869993746,-86.2581319998295 39.8436910001769,-86.2583310000212 39.843865999706,-86.2585390004336 39.8440749998401,-86.2587249993081 39.8442719996546,-86.2589300002459 39.8445160001608,-86.2591160000187 39.8447510004448,-86.2597550004264 39.8456690003147,-86.2597560002513 39.8456699996933,-86.260937000084 39.8473679994721,-86.2620950003504 39.8490370001524,-86.2631430001137 39.8505380002129,-86.2642790006389 39.8521550003758,-86.2648560002239 39.8529930002189,-86.265320999656 39.8536679999535,-86.2663600000968 39.8551519999338,-86.2666770002892 39.8555789998161,-86.2669850002608 39.8559789999477,-86.2675650002189 39.8567050000995,-86.2678790000383 39.8570809994714,-86.268358999539 39.8576279995725,-86.2689460000681 39.8582749997129,-86.2695339995239 39.8588870001801,-86.2704879995758 39.8598529995395,-86.2713649996349 39.8607129999949,-86.2717100003147 39.8610750002812))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 25, ""NN"": 1, ""AADT"": 15427, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""I65"", ""CTFIPS"": 97, ""FCLASS"": 1, ""SIGNN1"": ""65"", ""SIGNT1"": ""I"", ""STFIPS"": 18, ""ROUTEID"": ""14900000650000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 2619, ""ENDPOINT"": 21.88400078, ""FUT_AADT"": 18821, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 376752, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 41212, ""AADT_SINGL"": 478, ""BEGINPOINT"": 20.44599915, ""THROUGH_LA"": 6, ""Shape__Length"": 0.022712825180399618}"
26,S 19,S 19,S,19,95200000190000001,1,18,IN,18103,4,1340,92,2,"MULTILINESTRING((-85.9637390003066 40.6183970004218,-85.9638539999343 40.6188620002391,-85.9647500002599 40.6240189994978,-85.9654490000438 40.6280069997386,-85.9657820001297 40.6300230005632,-85.9663530007653 40.6337760000255,-85.9667880000602 40.636604000124,-85.9668859999695 40.6369790002383,-85.9669939999245 40.6372590000954,-85.9671210001461 40.6375079999702,-85.9672500000175 40.6377250001852,-85.9674050007266 40.6379469998008,-85.9676180002636 40.6382060000098,-85.9678209997548 40.6384100004988,-85.9681080007083 40.6386740003265,-85.9754930003534 40.6443480001919,-85.9764110004204 40.6450410007053,-85.977080000067 40.6455280004246,-85.9776099997964 40.6458530002757,-85.9780749992285 40.6461230000495,-85.9787089996133 40.6464120001344,-85.9798470006866 40.6468680001596,-85.9809669995216 40.6473059998957,-85.9817520004174 40.6475919999989,-85.982236999941 40.6477770001015,-85.9824699995695 40.6478689993427,-85.9827120003172 40.6480019999773,-85.9836809995394 40.6486680003981,-85.9842260002358 40.6492670000606,-85.9850500005914 40.6506340005891,-85.985426000335 40.6512570001402,-85.9856170001307 40.651632999537))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 26, ""NN"": 1, ""AADT"": 1340, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""S19"", ""CTFIPS"": 103, ""FCLASS"": 4, ""SIGNN1"": ""19"", ""SIGNT1"": ""S"", ""STFIPS"": 18, ""ROUTEID"": ""95200000190000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 92, ""ENDPOINT"": 6.80700016, ""FUT_AADT"": 1581, ""FUT_YEAR"": -2209161600000, ""OBJECTID"": 376753, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 58, ""BEGINPOINT"": 4.07200003, ""THROUGH_LA"": 2, ""Shape__Length"": 0.04315417539413313}"
27,S 1,S 1,S,1,98900000010000001,1,18,IN,18177,3,6085,370,2,"MULTILINESTRING((-85.1445360004532 39.8455239999133,-85.1445320002553 39.8467729999449,-85.1445239998593 39.8470019997972))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 27, ""NN"": 1, ""AADT"": 6085, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""S1"", ""CTFIPS"": 177, ""FCLASS"": 3, ""SIGNN1"": ""1"", ""SIGNT1"": ""S"", ""STFIPS"": 18, ""ROUTEID"": ""98900000010000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 370, ""ENDPOINT"": 9.6239996, ""FUT_AADT"": 7180, ""FUT_YEAR"": -2209161600000, ""OBJECTID"": 376754, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 301, ""BEGINPOINT"": 9.52200031, ""THROUGH_LA"": 2, ""Shape__Length"": 0.0014781459989049448}"
28,I 74,I 74,I,74,13200000740000001,1,18,IN,18063,1,35402,6377,4,"MULTILINESTRING((-86.3889759993502 39.8591410005584,-86.3878010002637 39.8588729998496,-86.3867310007591 39.8585909997748,-86.385847000129 39.8583289996694,-86.3849569996512 39.8580130004699,-86.3840970002088 39.8576800002515,-86.383061999966 39.8572270001872,-86.3821709996633 39.8567889998665,-86.3814409999173 39.8563910001424,-86.3805919994473 39.8558899995925,-86.379844999983 39.8553990001686,-86.3791119998639 39.85487000043,-86.3764079998918 39.8528610003316,-86.3741440001358 39.8511850002949,-86.3719070001439 39.8495480004976,-86.3711460004358 39.8490249999204,-86.370359999715 39.8484999994426,-86.3694880005771 39.8479379998626,-86.3687589997578 39.8474830002466,-86.3677710002689 39.8468869995964,-86.3665669999718 39.8462010001061,-86.3654129999032 39.8455720005177,-86.3635089999973 39.8445920003788,-86.3626930000376 39.8441929995028,-86.3589999998535 39.8423969995716,-86.356571000241 39.8412139998006,-86.355569999435 39.8407209999619,-86.3552510004911 39.8405639998159,-86.3521730004252 39.8390599998528,-86.3494569998592 39.8377339999109,-86.3485279999216 39.837286999727))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 28, ""NN"": 1, ""AADT"": 35402, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""I74"", ""CTFIPS"": 63, ""FCLASS"": 1, ""SIGNN1"": ""74"", ""SIGNT1"": ""I"", ""STFIPS"": 18, ""ROUTEID"": ""13200000740000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 6377, ""ENDPOINT"": 14.40799999, ""FUT_AADT"": 43190, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 376755, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 41212, ""AADT_SINGL"": 1049, ""BEGINPOINT"": 11.76399994, ""THROUGH_LA"": 4, ""Shape__Length"": 0.046223381289614326}"
29,I 465,I 465,I,465,14900004650000003,1,18,IN,18097,1,173436,15918,8,"MULTILINESTRING((-86.0441440006907 39.8465570000497,-86.0433379998785 39.8451800003475))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 29, ""NN"": 1, ""AADT"": 173436, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""I465"", ""CTFIPS"": 97, ""FCLASS"": 1, ""SIGNN1"": ""465"", ""SIGNT1"": ""I"", ""STFIPS"": 18, ""ROUTEID"": ""14900004650000003"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 15918, ""ENDPOINT"": 8.30599976, ""FUT_AADT"": 211592, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 376756, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 41212, ""AADT_SINGL"": 4278, ""BEGINPOINT"": 8.20100021, ""THROUGH_LA"": 8, ""Shape__Length"": 0.001595545514621227}"
30,S 44,S 44,S,44,94100000440000001,1,18,IN,18081,4,6516,427,2,"MULTILINESTRING((-85.987510000166 39.485337000349,-85.9851860001355 39.4864080003048,-85.9836989999811 39.4871059999005,-85.9822689997281 39.48773799947,-85.9797599997496 39.4889099993965,-85.978694000443 39.4894009997633,-85.977300000175 39.490046000004,-85.9764139998951 39.4904619999776,-85.9752620003748 39.4909880000072,-85.9721220003845 39.4923069999911,-85.9709530002474 39.4927739994815,-85.9702920000985 39.493049000098))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 30, ""NN"": 1, ""AADT"": 6516, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""S44"", ""CTFIPS"": 81, ""FCLASS"": 4, ""SIGNN1"": ""44"", ""SIGNT1"": ""S"", ""STFIPS"": 18, ""ROUTEID"": ""94100000440000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 427, ""ENDPOINT"": 12.72099972, ""FUT_AADT"": 7689, ""FUT_YEAR"": -2209161600000, ""OBJECTID"": 376757, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 1019, ""BEGINPOINT"": 11.65799999, ""THROUGH_LA"": 2, ""Shape__Length"": 0.01886962303618303}"
31,I 64,I 64,I,64,13100000640000001,1,18,IN,18061,1,33418,5918,4,"MULTILINESTRING((-85.9961529996367 38.2671300001383,-85.9952930001944 38.267474000345,-85.9943809999752 38.2678110003372,-85.9937670005802 38.2680089994548,-85.9931680003555 38.2681959998107,-85.992038999503 38.268507000449,-85.9912950004117 38.2686939995228,-85.9907670003321 38.2688119999427,-85.9901329999473 38.2689420004822,-85.9895049994102 38.2690629993376,-85.9887989999537 38.2691739999988,-85.9861810001953 38.2695590000054,-85.9833160005648 38.2699750001606,-85.9830470000529 38.2700160002146,-85.9827949992595 38.270054000743,-85.9799060002378 38.2704749997912,-85.9763760002603 38.2709939998742,-85.9736899998315 38.2713859997585))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 31, ""NN"": 1, ""AADT"": 33418, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""I64"", ""CTFIPS"": 61, ""FCLASS"": 1, ""SIGNN1"": ""64"", ""SIGNT1"": ""I"", ""STFIPS"": 18, ""ROUTEID"": ""13100000640000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 5918, ""ENDPOINT"": 17.36499977, ""FUT_AADT"": 36760, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 376758, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 925, ""BEGINPOINT"": 16.10400009, ""THROUGH_LA"": 4, ""Shape__Length"": 0.022921872533909864}"
32,U 30,U 30,U,30,24300000300000001,1,18,IN,18085,2,17210,4908,4,"MULTILINESTRING((-85.9985009999566 41.2670060004531,-85.9968990001745 41.2664560003938,-85.9956240006305 41.2660480000357,-85.9947209997338 41.2658019995311,-85.9937710007782 41.2655500000459,-85.9930069997987 41.2653810002832,-85.992010000089 41.2651830002165,-85.9896780005609 41.2648390002349,-85.9876709998245 41.2646450006591,-85.9866989993309 41.2646099996997,-85.9858859997442 41.264570999959,-85.9851009997467 41.2645600003223,-85.9842119999921 41.2645699999307,-85.9833989995071 41.2645939999301,-85.9788070004209 41.2647020001557))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 32, ""NN"": 1, ""AADT"": 17210, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""U30"", ""CTFIPS"": 85, ""FCLASS"": 2, ""SIGNN1"": ""30"", ""SIGNT1"": ""U"", ""STFIPS"": 18, ""ROUTEID"": ""24300000300000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 4908, ""ENDPOINT"": 4.34000015, ""FUT_AADT"": 20996, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 376759, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99998, ""AADT_SINGL"": 691, ""BEGINPOINT"": 3.28800011, ""THROUGH_LA"": 4, ""Shape__Length"": 0.019991088107983297}"
33,S 46,S 46,S,46,90300000460000001,1,18,IN,18005,3,13643,201,2,"MULTILINESTRING((-85.9945559998774 39.1966890002479,-85.9941039999658 39.1966829998956,-85.9936689997726 39.1966840003024,-85.9931169994035 39.1967110001429,-85.9925649999328 39.1967649997927,-85.9919079999818 39.1968490004031,-85.9913920004961 39.1969389998516,-85.9908070005151 39.1970689999345,-85.990247999575 39.197218000403,-85.9896940004544 39.1973969992351,-85.9888500000073 39.1976959995536,-85.9872809998372 39.1982959999255,-85.9870069993025 39.1984189996961,-85.986669000092 39.1985430003279,-85.9863030003941 39.1986570004348,-85.9858060002766 39.1988139998519,-85.985270999626 39.1989719999885,-85.9848649997451 39.1990680003474,-85.9839190000891 39.1992480004057,-85.9832679999859 39.1993460004292,-85.9825809998976 39.1994079996063,-85.9820349993763 39.1994530001424,-85.9815130000428 39.1994800003111,-85.9807899999696 39.1994780002732,-85.9804900003939 39.1994800003111,-85.9799859997054 39.1994620006639,-85.9793390006985 39.1994340001207,-85.9786639994075 39.1994230002523,-85.9779050002475 39.1994079996063,-85.9778679995393 39.1994069999344))",ntad_national_network,1334,2026-07-23 18:01:40.633298+00,2018-01-01 00:00:00+00,,,,,,{},"{""ID"": 33, ""NN"": 1, ""AADT"": 13643, ""YEAR"": 2018, ""LNAME"": "" "", ""SIGN1"": ""S46"", ""CTFIPS"": 5, ""FCLASS"": 3, ""SIGNN1"": ""46"", ""SIGNT1"": ""S"", ""STFIPS"": 18, ""ROUTEID"": ""90300000460000001"", ""VERSION"": ""2020.01.10"", ""AADT_COM"": 201, ""ENDPOINT"": 5.66599989, ""FUT_AADT"": 16099, ""FUT_YEAR"": 2114380800000, ""OBJECTID"": 376760, ""FACILITYT"": 2, ""OWNERSHIP"": 1, ""URBANCODE"": 99999, ""AADT_SINGL"": 258, ""BEGINPOINT"": 4.73600006, ""THROUGH_LA"": 2, ""Shape__Length"": 0.017083464989396432}"
